T,0.01,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0,150.0,155.0,160.0,165.0,170.0,175.0,180.0,185.0,190.0,195.0,200.0,205.0,210.0,215.0,220.0,225.0,230.0,235.0,240.0,245.0,250.0,255.0,260.0,265.0,270.0,275.0,280.0,285.0,290.0,295.0,300.0,305.0,310.0,315.0,320.0,325.0,330.0,335.0,340.0,345.0,350.0,355.0,360.0,365.0,370.0,373.95
Hg,2500900,2510100,2519200,2528300,2537400,2546500,2555600,2564600,2573500,2582400,2591300,2600100,2608800,2617500,2626100,2634600,2643000,2651400,2659600,2667600,2675600,2683400,2691100,2698600,2706000,2713100,2720100,2726900,2733500,2739800,2745900,2751800,2757500,2762800,2767900,2772700,2777200,2781400,2785300,2788800,2792000,2794800,2797300,2799300,2801000,2802200,2802900,2803200,2803000,2802200,2801000,2799100,2796600,2793500,2789700,2785200,2779900,2773700,2766700,2758700,2749600,2739400,2727900,2715000,2700600,2684300,2666000,2645400,2622000,2595100,2563900,2526900,2481600,2422700,2334300,2084300.0000000002
