T,0.01,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0,150.0,155.0,160.0,165.0,170.0,175.0,180.0,185.0,190.0,195.0,200.0,205.0,210.0,215.0,220.0,225.0,230.0,235.0,240.0,245.0,250.0,255.0,260.0,265.0,270.0,275.0,280.0,285.0,290.0,295.0,300.0,305.0,310.0,315.0,320.0,325.0,330.0,335.0,340.0,345.0,350.0,355.0,360.0,365.0,370.0,373.95
Hl,1,21020,42022,62982,83915,104830,125740,146640,167530,188440,209340,230260,251180,272120,293070,314030,335020,356020,377040,398090,419170,440280,461420,482590,503810,525070,546380,567750,589160,610640,632180,653790,675470,697240,719080,741020,763050,785190,807430,829780,852260,874870,897610,920500,943550,966760,990140,1013700,1037500,1061500,1085700,1110100,1134800,1159800,1185100,1210700,1236700,1263100,1289800,1317100,1344800,1373100,1402000,1431600,1462000,1493400,1525800,1559400,1594600,1631700,1671200,1714000,1761500,1817200,1891200,2084300.0000000002
