T,0.01,5.0,10.0,15.0,20.0,25.0,30.0,35.0,40.0,45.0,50.0,55.0,60.0,65.0,70.0,75.0,80.0,85.0,90.0,95.0,100.0,105.0,110.0,115.0,120.0,125.0,130.0,135.0,140.0,145.0,150.0,155.0,160.0,165.0,170.0,175.0,180.0,185.0,190.0,195.0,200.0,205.0,210.0,215.0,220.0,225.0,230.0,235.0,240.0,245.0,250.0,255.0,260.0,265.0,270.0,275.0,280.0,285.0,290.0,295.0,300.0,305.0,310.0,315.0,320.0,325.0,330.0,335.0,340.0,345.0,350.0,355.0,360.0,365.0,370.0,373.95
Psat,611.7,872.5,1228.1,1705.7,2339.2,3169.7999999999997,4246.900000000001,5629.1,7385.1,9595.3,12352,15763,19947,25043,31202,38597,47416,57868,70183,84609,101420,120900,143380,169180,198670,232230,270280,313220,361530,415680,476160,543490,618230,700930,792180,892600,1002800,1123500,1255200,1398800,1554900,1724300,1907700,2105900,2319600,2549700,2797100,3062600,3347000,3651200,3976200,4322900,4692300,5085300,5503000,5946400,6416600,6914600,7441800,7999000,8587900,9209400,9865000,10556000,11284000,12051000,12858000,13707000,14601000,15541000,16529000,17570000,18666000,19822000,21044000,22064000
