P,1000,1500,2000,2500,3000,4000,5000,7500,10000,15000,20000,25000,30000,40000,50000,75000,100000,101325,125000,150000,175000,200000,225000,250000,275000,300000,325000,350000,375000,400000,450000,500000,550000,600000,650000,700000,750000,800000,850000,900000,950000,1000000,1100000,1200000,1300000,1400000,1500000,1750000,2000000,2250000,2500000,3000000,3500000,4000000,5000000,6000000,7000000,8000000,9000000,10000000,11000000,12000000,13000000,14000000,15000000,16000000,17000000,18000000,19000000,20000000,21000000,22000000,22064000
Hg,2513700,2524700,2532900,2539400,2544800,2553700,2560700,2574000,2583900,2598300,2608900,2617500,2624600,2636100,2645200,2662400,2675000,2675600,2684900,2693100,2700200,2706300,2711700,2716500,2720900,2724900,2728600,2732000,2735100,2738100,2743400,2748100,2752400,2756200,2759600,2762800,2765700,2768300,2770800,2773000,2775200,2777100,2780700,2783800,2786500,2788900,2791000,2795200,2798300,2800500,2801900,2803200,2802700,2800800,2794200,2784600,2772600,2758700,2742900,2725500,2706300,2685400,2662700,2637900,2610800,2581000,2547700,2510000,2466000,2412100,2338400,2172600,2084300.0000000002
