P\T,0,10,20,30,40,50,60,70,80,90,100,110,120,130,140,150,160,170,180,190,200,210,220,230,240,250,260,270,280,290,300,310,320,330,340,350,360,370,380,390
16500000.0,1007.9628999999999,1007.4551,1005.6315,1002.9983999999998,999.4064,995.1039,990.1951,984.9806,978.7609,972.668,965.8103,958.589,951.0223,943.0404,934.5794,925.8402,916.6743,907.1118,897.1024,886.682,875.7334,864.3789,852.442,839.9832,826.7879,812.942,798.3395,782.7176,766.1074,747.67,728.5975,707.0636,683.8715,654.8788,620.8095,,,,,
17000000.0,1008.1561000000002,1007.6582000000001,1005.8388,1003.1095999999999,999.6032,995.322,990.4913,985.1246,979.2411,972.8573,966.0902,958.8647,951.2033,943.2183,934.8415,926.0974,916.9265,907.3587,897.4244,886.9966,876.117,864.7527,852.8785,840.4068,827.2667,813.4711,798.9135,783.3921,766.8124,748.9515,729.5542,708.1651,684.2285,656.6419,623.3637,578.6033,,,,
17500000.0,1008.4711,1007.8613,1006.1373999999998,1003.3109000000001,999.8,995.5202,990.6875,985.3188,979.4319,973.0466,966.2769,959.0486,951.4748,943.4852,935.1038,926.3548,917.2629,907.6881,897.7467,887.3114,876.4242,865.1267,853.2423,840.8307,827.746,814.0008,799.4244,784.0063,767.5186,749.7376,730.4602,709.2702,685.5889,658.3712,625.7822,582.8185,,,,
18000000.0,1008.6745999999999,1008.1660999999999,1006.3399,1003.5122000000001,1000.0,995.7184,990.8839,985.513,979.6238,973.3307,966.5571,959.3246,951.7465,943.7524,935.3662,926.6123,917.5154,907.9354,897.9885,887.6265,876.8084,865.5011,853.6794,841.2552,828.2259,814.4649,800.0,784.6214,768.1672,750.5254,731.3684,710.3786,686.9075,660.066,628.1407,586.7512,,,,
18500000.0,1008.9799000000002,1008.3694,1006.5425000000001,1003.7137,1000.1999999999999,995.9167,991.0803,985.7072,979.8158,973.5202,966.744,959.5087,951.9277,944.0196,935.6287,926.9559,917.768,908.2652,898.3112,887.9418,877.193,865.8758,854.0439,841.68,828.7064,814.9959,800.5764,785.2375,768.8759,751.3148,732.2789,710.4399999999999,688.1839,661.7258,630.3978,590.3885,,,,
19000000.0,1009.1835,1008.5728,1006.7451000000001,1004.0160000000001,1000.4,996.2144,991.375,985.9988,980.1039,973.7098,966.931,959.785,952.1996,944.2871,935.8914,927.2137,918.105,908.5953,898.6341,888.3361,877.5009,866.2509,854.4087,842.1053,829.1186,815.5276,801.0895,785.8546,769.586,752.1059,733.1916,712.5045,689.465,663.3499,632.5911,593.8595,530.3330000000001,,,
19500000.0,1009.3873,1008.7763000000001,1006.9478999999999,1004.2177000000001,1000.6002999999998,996.4129,991.5716,986.1933,980.296,973.9944,967.2115,960.0614,952.4717,944.4654,936.1543,927.4717,918.358,908.843,898.9572,888.6519,877.8861,866.6262,854.847,842.531,829.6001,815.9935,801.6675,786.4727,770.238,752.8987,734.1066,713.5212,690.7508,664.9378,634.7191,597.0862,540.8329,,,
20000000.0,1009.693,1009.0816999999998,1007.1506999999999,1004.4194,1000.8006,996.6115,991.7683,986.3878,980.4883,974.1841,967.3987,960.2458,952.6531,944.7331,936.4173,927.7298,918.6111,909.1736,899.2806,888.9679,878.1944,867.019,855.2125,842.9571,830.0822,816.5265,802.1819,787.0298,770.9506,753.6363,734.9699,714.592,691.9936,666.4889,636.7804,600.168,547.3454,,,
21000000.0,1010.1009999999999,1009.4892,1007.6582000000001,1004.8230999999998,1001.2014,997.009,992.1619,986.7772,980.9692,974.6589,967.8668,960.7071,953.198,945.2689,936.9437,928.2465,919.2021,909.7525,899.847,889.6006,878.8891,867.679,856.0178,843.8106,830.9789,817.461,803.2774,788.2705,772.2604,755.1729,736.7025,716.589,694.444,669.5233,640.7381,605.9504,558.3473,,,
22000000.0,1010.6113999999999,1009.9989,1008.0645,1005.2271,1001.7028000000001,997.4067,992.5558,987.2643,981.3543,975.039,968.3354,961.1688,953.6525,945.7159,937.4707,928.7638,919.794,910.3323,900.4953,890.2341,879.5848,868.4325,856.8246,844.5946,831.8775,818.4646,804.3758,789.4529,773.5747,756.6586,738.3888,718.5973,696.8156,672.4045,644.496,611.2096,567.5369,491.8839,,
